objectid,eacode,secter_in_180,lisa_i_secter,lisa_cl_secter,lisa_p_secter,moran_std_secter,moran_lag_secter
2268,20421808,1,.030144479,not significant,.39300001,-.17362165,-.17362165
2269,31104009,2,.0069061681,not significant,.39300001,.083103359,.083103359
2270,30502018,0,.17138816,low-low,.050000001,-.43034667,-.39825603
2271,30304027,2,.0069061681,not significant,.31099999,.083103359,.083103359
2272,20705011,0,.18519826,not significant,.090999998,-.43034667,-.43034667
2273,20120718,1,.030144479,not significant,.433,-.17362165,-.17362165
2274,20206004,0,.18519826,not significant,.07,-.43034667,-.43034667
2275,30504015,0,.18519826,low-low,.046999998,-.43034667,-.43034667
2276,20607030,2,-.0090948651,not significant,.382,.083103359,-.1094404
2277,30707036,0,.18519826,not significant,.054000001,-.43034667,-.43034667
2278,30506013,1,.030144479,not significant,.49000001,-.17362165,-.17362165
2279,20609028,0,-.035763253,not significant,.368,-.43034667,.083103359
2280,30101072,0,.18519826,low-low,.016000001,-.43034667,-.43034667
2281,20603090,2,-.0083329109,not significant,.49000001,.083103359,-.10027165
2282,20901049,0,.18519826,low-low,.0099999998,-.43034667,-.43034667
2283,30901076,0,.18519826,low-low,.018999999,-.43034667,-.43034667
2284,30203002,0,.18519826,low-low,.021,-.43034667,-.43034667
2285,30501024,1,.015286806,not significant,.43599999,-.17362165,-.088046655
2286,30221782,1,.035097037,not significant,.39300001,-.17362165,-.20214666
2287,20220706,3,.11548332,not significant,.18700001,.33982837,.33982837
2288,10536008,3,.11548332,not significant,.13699999,.33982837,.33982837
2289,30604003,0,.12206639,not significant,.36399999,-.43034667,-.28364667
2290,31003006,0,.18519826,low-low,.02,-.43034667,-.43034667
2291,20679006,16,14.702248,high-high,.001,3.6772535,3.9981599
2292,31005004,1,.041287735,not significant,.48300001,-.17362165,-.23780291
2293,20402802,1,.030144479,not significant,.37,-.17362165,-.17362165
2294,20654005,19,19.494179,high-high,.001,4.4474287,4.3832474
2295,30554008,10,4.7492218,high-high,.0070000002,2.1369035,2.2224784
2296,20803803,0,.1694153,not significant,.067000002,-.43034667,-.39367166
2297,31201142,0,.18519826,low-low,.0070000002,-.43034667,-.43034667
2298,30801090,2,.0069061681,not significant,.38699999,.083103359,.083103359
2299,31001064,1,.030144479,not significant,.465,-.17362165,-.17362165
2300,20656003,8,2.8023136,high-high,.003,1.6234534,1.7261435
2301,20604048,0,.18519826,low-low,.028999999,-.43034667,-.43034667
2302,31202091,1,.030144479,not significant,.375,-.17362165,-.17362165
2303,30701022,1,.007857969,not significant,.419,-.17362165,-.045259152
2304,20603015,0,.18519826,low-low,.0040000002,-.43034667,-.43034667
2305,30902034,0,.18519826,not significant,.18700001,-.43034667,-.43034667
2306,20507005,0,.14837134,not significant,.21799999,-.43034667,-.34477165
2307,20907001,0,.18519826,low-low,.033,-.43034667,-.43034667
2308,30307002,2,.0069061681,not significant,.375,.083103359,.083103359
2309,30402901,3,.1503803,not significant,.15800001,.33982837,.44251838
2310,10507802,2,.00157249,not significant,.31900001,.083103359,.018922102
2311,20909015,0,.18519826,low-low,.022,-.43034667,-.43034667
2312,30107043,0,.17292261,low-low,.022,-.43034667,-.40182167
2313,30708003,1,.030144479,not significant,.49900001,-.17362165,-.17362165
2314,20303051,0,.093130961,not significant,.46399999,-.43034667,-.21640916
2315,20702054,1,.030144479,not significant,.382,-.17362165,-.17362165
2316,10502028,1,.055614777,not significant,.25400001,-.17362165,-.32032165
2317,30102055,0,.18519826,not significant,.15899999,-.43034667,-.43034667
2318,30104027,0,.18519826,low-low,.013,-.43034667,-.43034667
2319,30306125,2,.0069061681,not significant,.34200001,.083103359,.083103359
2320,20704052,0,.18519826,not significant,.056000002,-.43034667,-.43034667
2321,20902016,0,.18519826,low-low,.037,-.43034667,-.43034667
2322,31201051,1,.052430991,not significant,.35100001,-.17362165,-.30198416
2323,30721756,0,.18519826,low-low,.018999999,-.43034667,-.43034667
2324,20807031,1,.030144479,not significant,.472,-.17362165,-.17362165
2325,20652009,19,19.779621,high-high,.001,4.4474287,4.4474287
2326,30306103,2,-.002237279,not significant,.46399999,.083103359,-.02692165
2327,30901166,1,.030144479,not significant,.412,-.17362165,-.17362165
2328,20602068,0,.18519826,low-low,.050000001,-.43034667,-.43034667
2329,20802042,0,.18519826,low-low,.027000001,-.43034667,-.43034667
2330,20615061,0,.14100595,not significant,.31999999,-.43034667,-.32765666
2331,20601019,0,.12995788,not significant,.33000001,-.43034667,-.30198416
2332,10320701,1,.030144479,not significant,.38999999,-.17362165,-.17362165
2333,20703012,1,.030144479,not significant,.36199999,-.17362165,-.17362165
2334,10508005,0,.18519826,not significant,.052999999,-.43034667,-.43034667
2335,30705037,1,.052430991,not significant,.32699999,-.17362165,-.30198416
2336,10510003,1,.049247202,not significant,.331,-.17362165,-.28364667
2337,10503016,0,.1694153,not significant,.071000002,-.43034667,-.39367166
2338,20402015,1,.04287963,not significant,.42899999,-.17362165,-.24697167
2339,20801002,0,.18519826,low-low,.046,-.43034667,-.43034667
2340,30201003,0,.18519826,low-low,.0040000002,-.43034667,-.43034667
2341,10505030,0,.13784936,not significant,.26100001,-.43034667,-.32032165
2342,10510801,1,.030144479,not significant,.412,-.17362165,-.17362165
2343,30803052,2,.0069061681,not significant,.37599999,.083103359,.083103359
2344,10304007,1,.039059084,not significant,.49700001,-.17362165,-.22496666
2345,30404024,0,.18519826,low-low,.017000001,-.43034667,-.43034667
2346,30802003,0,.18519826,not significant,.054000001,-.43034667,-.43034667
2347,20635001,19,19.779621,high-high,.001,4.4474287,4.4474287
2348,30602004,1,.047973689,not significant,.44,-.17362165,-.27631167
2349,30805050,2,-.014428542,not significant,.47099999,.083103359,-.17362165
2350,30507003,2,.0069061681,not significant,.382,.083103359,.083103359
2351,20908065,0,.18519826,low-low,.003,-.43034667,-.43034667
2352,20610018,0,.18519826,low-low,.0020000001,-.43034667,-.43034667
2353,10308901,1,.030144479,not significant,.38100001,-.17362165,-.17362165
2354,20603153,0,.18519826,not significant,.086000003,-.43034667,-.43034667
2355,20701016,0,.074717499,not significant,.40400001,-.43034667,-.17362165
2356,20686004,20,21.223305,high-high,.001,4.7041535,4.51161
2357,30301007,1,.023776906,not significant,.49900001,-.17362165,-.13694665
2358,30404031,0,.18519826,low-low,.035999998,-.43034667,-.43034667
2359,31001088,1,.030144479,not significant,.47600001,-.17362165,-.17362165
2360,20105014,1,.030144479,not significant,.435,-.17362165,-.17362165
2361,31101020,0,.18519826,not significant,.16599999,-.43034667,-.43034667
2362,31110903,0,.18519826,low-low,.0060000001,-.43034667,-.43034667
2363,20688002,6,1.8732803,high-high,.001,1.1100034,1.6876347
2364,30547011,10,4.3312435,high-high,.001,2.1369035,2.0268784
2365,20820702,1,.030144479,not significant,.41100001,-.17362165,-.17362165
2366,20107012,0,.18519826,low-low,.024,-.43034667,-.43034667
2367,30107039,0,.18519826,not significant,.082999997,-.43034667,-.43034667
2368,30508049,0,.18519826,low-low,.0070000002,-.43034667,-.43034667
2369,30210002,0,.15757807,not significant,.081,-.43034667,-.36616543
2370,20203004,3,-.041553076,not significant,.41999999,.33982837,-.12227666
2371,20604030,1,.030144479,not significant,.491,-.17362165,-.17362165
2372,31201801,0,.18519826,not significant,.056000002,-.43034667,-.43034667
2373,20205022,1,.054457039,not significant,.161,-.17362165,-.31365347
2374,20404031,0,.18519826,low-low,.045000002,-.43034667,-.43034667
2375,20205002,0,.18519826,not significant,.054000001,-.43034667,-.43034667
2376,30204005,1,.030144479,not significant,.375,-.17362165,-.17362165
2377,20606028,0,.18519826,low-low,.0080000004,-.43034667,-.43034667
2378,20406029,1,.04287963,not significant,.41499999,-.17362165,-.24697167
2379,20805016,0,.16678479,not significant,.094999999,-.43034667,-.38755918
2380,30206003,0,.18519826,low-low,.001,-.43034667,-.43034667
2381,30405007,0,.18519826,not significant,.052999999,-.43034667,-.43034667
2382,31007040,0,.1694153,not significant,.07,-.43034667,-.39367166
2383,30806017,0,.18519826,low-low,.014,-.43034667,-.43034667
2384,10404802,0,.15757807,not significant,.257,-.43034667,-.36616543
2385,30711016,0,.18519826,low-low,.025,-.43034667,-.43034667
2386,20401040,0,.18519826,low-low,.037,-.43034667,-.43034667
2387,31108010,1,.039059084,not significant,.47499999,-.17362165,-.22496666
2388,30105043,0,.14837134,not significant,.215,-.43034667,-.34477165
2389,10120701,1,.015286806,not significant,.43099999,-.17362165,-.088046655
2390,31201017,1,.037573315,not significant,.48699999,-.17362165,-.21640916
2391,30203070,0,.18519826,not significant,.055,-.43034667,-.43034667
2392,31107008,1,.030144479,not significant,.47499999,-.17362165,-.17362165
2393,30306077,0,.18519826,not significant,.054000001,-.43034667,-.43034667
2394,20602802,1,.030144479,not significant,.38299999,-.17362165,-.17362165
2395,30403044,2,-.0064280261,not significant,.47299999,.083103359,-.077349775
2396,20615027,1,.030144479,not significant,.41499999,-.17362165,-.17362165
2397,31002806,1,.030144479,not significant,.47,-.17362165,-.17362165
2398,20801026,0,.18519826,not significant,.071999997,-.43034667,-.43034667
2399,10407006,1,.030144479,not significant,.373,-.17362165,-.17362165
2400,20407017,3,.11548332,not significant,.208,.33982837,.33982837
2401,20633002,19,19.779621,high-high,.001,4.4474287,4.4474287
2402,30705003,0,.18519826,low-low,.015,-.43034667,-.43034667
2403,20808018,1,.047973689,not significant,.454,-.17362165,-.27631167
2404,30208019,0,.18519826,not significant,.17399999,-.43034667,-.43034667
2405,30707001,1,.046352852,not significant,.27200001,-.17362165,-.26697621
2406,20653012,18,17.965443,high-high,.001,4.1907034,4.2869754
2407,30539002,11,5.7294574,high-high,.001,2.3936284,2.3936284
2408,30306033,0,.18519826,low-low,.02,-.43034667,-.43034667
2409,20655010,12,6.5383649,high-high,.001,2.6503534,2.4669785
2410,30101053,1,.030144479,not significant,.42199999,-.17362165,-.17362165
2411,20305801,0,.18519826,low-low,.025,-.43034667,-.43034667
2412,20603071,2,-.003761187,not significant,.43200001,.083103359,-.045259152
2413,20901030,1,.046859361,not significant,.266,-.17362165,-.26989353
2414,30901041,0,.18519826,low-low,.027000001,-.43034667,-.43034667
2415,30501005,0,.14100595,not significant,.31299999,-.43034667,-.32765666
2416,30605017,0,.18519826,low-low,.039999999,-.43034667,-.43034667
2417,30708059,2,-.003761187,not significant,.491,.083103359,-.045259152
2418,31006018,1,.030144479,not significant,.40599999,-.17362165,-.17362165
2419,20112030,0,.18519826,low-low,.024,-.43034667,-.43034667
2420,30710057,0,.18519826,low-low,.048,-.43034667,-.43034667
2421,10501035,0,.12382006,not significant,.30899999,-.43034667,-.28772166
2422,31201107,0,.1694153,low-low,.050000001,-.43034667,-.39367166
2423,20203028,0,.18519826,low-low,.046999998,-.43034667,-.43034667
2424,30801071,2,-.002237279,not significant,.456,.083103359,-.02692165
2425,31001045,1,.045002155,not significant,.414,-.17362165,-.25919667
2426,31104801,1,.030144479,not significant,.41299999,-.17362165,-.17362165
2427,30107005,0,.18519826,not significant,.093999997,-.43034667,-.43034667
2428,30120712,1,.030144479,not significant,.43200001,-.17362165,-.17362165
2429,20908031,0,.18519826,not significant,.1,-.43034667,-.43034667
2430,30109003,0,.18519826,not significant,.149,-.43034667,-.43034667
2431,30508006,8,2.2188199,high-high,.014,1.6234534,1.3667284
2432,20638002,19,19.779621,high-high,.001,4.4474287,4.4474287
2433,30709017,0,.16310211,not significant,.176,-.43034667,-.37900168
2434,10301007,0,.14837134,not significant,.206,-.43034667,-.34477165
2435,30342005,2,.0069061681,not significant,.296,.083103359,.083103359
2436,20101019,2,-.005285095,not significant,.47999999,.083103359,-.063596651
2437,30103069,0,.18519826,low-low,.013,-.43034667,-.43034667
2438,20303016,1,.030144479,not significant,.45199999,-.17362165,-.17362165
2439,20702019,0,.1694153,not significant,.056000002,-.43034667,-.39367166
2440,30102020,0,.18519826,low-low,.026000001,-.43034667,-.43034667
2441,30601002,0,.18519826,not significant,.056000002,-.43034667,-.43034667
2442,20704017,0,.18519826,low-low,.018999999,-.43034667,-.43034667
2443,10509010,0,.18519826,not significant,.092,-.43034667,-.43034667
2444,30536045,11,5.7294574,high-high,.001,2.3936284,2.3936284
2445,31002003,0,.16678479,not significant,.104,-.43034667,-.38755918
2446,30548014,11,5.7294574,high-high,.001,2.3936284,2.3936284
2447,20201032,0,.18519826,low-low,.048,-.43034667,-.43034667
2448,30201059,1,.041287735,not significant,.45100001,-.17362165,-.23780291
2449,20401022,1,.030144479,not significant,.49200001,-.17362165,-.17362165
2450,20603145,0,.18519826,not significant,.066,-.43034667,-.43034667
2451,20803056,0,.18519826,not significant,.054000001,-.43034667,-.43034667
2452,30901131,1,.041287735,not significant,.40900001,-.17362165,-.23780291
2453,20602033,1,.030144479,not significant,.48300001,-.17362165,-.17362165
2454,20902002,1,.030144479,not significant,.39500001,-.17362165,-.17362165
2455,20802023,0,.18519826,low-low,.037,-.43034667,-.43034667
2456,30202008,1,.030144479,not significant,.419,-.17362165,-.17362165
2457,30506803,2,.035352446,not significant,.182,.083103359,.42540339
2458,20502029,1,.030144479,not significant,.48800001,-.17362165,-.17362165
2459,20506006,0,.18519826,low-low,.034000002,-.43034667,-.43034667
2460,31003061,0,.18519826,not significant,.15899999,-.43034667,-.43034667
2461,30304001,2,.0069061681,not significant,.368,.083103359,.083103359
2462,31220712,1,.030144479,not significant,.46399999,-.17362165,-.17362165
2463,30620702,1,.030144479,not significant,.39300001,-.17362165,-.17362165
2464,20665001,18,17.884754,high-high,.001,4.1907034,4.2677212
2465,30537003,11,5.7294574,high-high,.001,2.3936284,2.3936284
2466,30508040,6,1.2891006,high-high,.037,1.1100034,1.1613485
2467,20687009,17,15.072206,high-high,.001,3.9339786,3.8312886
2468,30306074,0,.18519826,not significant,.074000001,-.43034667,-.43034667
2469,30402007,5,.50902611,not significant,.083999999,.8532784,.59655339
2470,20305032,0,.18519826,low-low,.014,-.43034667,-.43034667
2471,30106046,0,.16310211,not significant,.178,-.43034667,-.37900168
2472,30803017,1,.013429596,not significant,.495,-.17362165,-.077349775
2473,30603018,0,.1694153,not significant,.054000001,-.43034667,-.39367166
2474,30404005,1,.047973689,not significant,.42699999,-.17362165,-.27631167
2475,20906032,0,.14376797,not significant,.189,-.43034667,-.3340748
2476,30209009,0,.18519826,low-low,.014,-.43034667,-.43034667
2477,20113804,0,.18519826,low-low,.030999999,-.43034667,-.43034667
2478,30805031,0,.18519826,low-low,.016000001,-.43034667,-.43034667
2479,10312013,0,.17138816,low-low,.045000002,-.43034667,-.39825603
2480,20908046,0,.18519826,low-low,.034000002,-.43034667,-.43034667
2481,10401013,1,.04287963,not significant,.435,-.17362165,-.24697167
2482,30305025,0,.18519826,low-low,.0040000002,-.43034667,-.43034667
2483,20603805,2,.0069061681,not significant,.31999999,.083103359,.083103359
2484,20403038,0,.18519826,low-low,.003,-.43034667,-.43034667
2485,20204009,3,.11548332,not significant,.2,.33982837,.33982837
2486,30302021,0,.12206639,not significant,.35600001,-.43034667,-.28364667
2487,30701008,1,.030144479,not significant,.41100001,-.17362165,-.17362165
2488,20405036,1,.047973689,not significant,.456,-.17362165,-.27631167
2489,20804039,0,.18519826,low-low,.048,-.43034667,-.43034667
2490,30703022,1,.030144479,not significant,.46599999,-.17362165,-.17362165
2491,20806037,0,.12995788,not significant,.205,-.43034667,-.30198416
2492,31104032,1,.030144479,not significant,.43000001,-.17362165,-.17362165
2493,30540005,10,4.7492218,high-high,.0020000001,2.1369035,2.2224784
2494,10506802,1,.030144479,not significant,.40000001,-.17362165,-.17362165
2495,30104050,0,.14100595,not significant,.133,-.43034667,-.32765666
2496,30542003,11,5.7294574,high-high,.001,2.3936284,2.3936284
2497,20904052,0,.093130961,not significant,.48800001,-.43034667,-.21640916
2498,31202038,0,.18519826,low-low,.041000001,-.43034667,-.43034667
2499,10507011,0,.10628343,not significant,.36199999,-.43034667,-.24697167
2500,30207017,0,.18519826,not significant,.054000001,-.43034667,-.43034667
2501,30406021,1,.030144479,not significant,.433,-.17362165,-.17362165
2502,10101037,0,.18519826,low-low,.021,-.43034667,-.43034667
2503,20801082,0,.18519826,low-low,.015,-.43034667,-.43034667
2504,30103010,1,.030144479,not significant,.38299999,-.17362165,-.17362165
2505,20803080,0,.18519826,not significant,.1,-.43034667,-.43034667
2506,30531021,12,6.939322,high-high,.001,2.6503534,2.6182628
2507,20903012,1,.030144479,not significant,.47099999,-.17362165,-.17362165
2508,30305023,0,.14100595,not significant,.32800001,-.43034667,-.32765666
2509,30105008,1,.045002155,not significant,.44400001,-.17362165,-.25919667
2510,20607051,9,3.9373116,high-high,.001,1.8801785,2.094116
2511,20507017,0,.18519826,not significant,.059,-.43034667,-.43034667
2512,20905010,0,.14100595,not significant,.31600001,-.43034667,-.32765666
2513,30706008,1,.030144479,not significant,.47400001,-.17362165,-.17362165
2514,30551002,11,5.7294574,high-high,.001,2.3936284,2.3936284
2515,20603127,1,.039059084,not significant,.48500001,-.17362165,-.22496666
2516,30901097,0,.18519826,low-low,.012,-.43034667,-.43034667
2517,30501061,3,.12794653,not significant,.176,.33982837,.37650338
2518,30604024,0,.18519826,low-low,.035,-.43034667,-.43034667
2519,20608009,0,.096813656,not significant,.49200001,-.43034667,-.22496666
2520,10201034,1,.022715643,not significant,.421,-.17362165,-.13083416
2521,30801127,0,.18519826,low-low,.046999998,-.43034667,-.43034667
2522,30802043,0,.18519826,not significant,.056000002,-.43034667,-.43034667
2523,10203032,0,.14100595,not significant,.32800001,-.43034667,-.32765666
2524,30101018,0,.18519826,not significant,.050999999,-.43034667,-.43034667
2525,20305014,0,.18519826,not significant,.055,-.43034667,-.43034667
2526,20603036,0,.14100595,not significant,.324,-.43034667,-.32765666
2527,30902071,0,.18519826,low-low,.014,-.43034667,-.43034667
2528,10201011,1,.035716109,not significant,.39300001,-.17362165,-.20571229
2529,30108803,0,.18519826,low-low,.044,-.43034667,-.43034667
2530,30901022,0,.18519826,not significant,.056000002,-.43034667,-.43034667
2531,20706015,1,.030144479,not significant,.48100001,-.17362165,-.17362165
2532,30108010,0,.18519826,not significant,.081,-.43034667,-.43034667
2533,30709073,1,.046859361,not significant,.361,-.17362165,-.26989353
2534,30708024,1,.030144479,not significant,.25799999,-.17362165,-.17362165
2535,30710038,0,.18519826,not significant,.059,-.43034667,-.43034667
2536,10502049,0,.16678479,not significant,.131,-.43034667,-.38755918
2537,30102076,0,.18519826,low-low,.017999999,-.43034667,-.43034667
2538,10420708,1,.021229874,not significant,.43200001,-.17362165,-.12227666
2539,31201072,1,.030144479,not significant,.44100001,-.17362165,-.17362165
2540,20662001,20,21.458132,high-high,.001,4.7041535,4.5615287
2541,30801036,0,.18519826,low-low,.014,-.43034667,-.43034667
2542,31001010,1,.045002155,not significant,.45699999,-.17362165,-.25919667
2543,20806003,0,.18519826,low-low,.027000001,-.43034667,-.43034667
2544,31001078,1,.030144479,not significant,.449,-.17362165,-.17362165
2545,20637018,19,19.779621,high-high,.001,4.4474287,4.4474287
2546,20656001,5,1.0566709,high-high,.028999999,.8532784,1.2383659
2547,20602089,0,.18519826,low-low,.027000001,-.43034667,-.43034667
2548,20601040,2,.00081053597,not significant,.433,.083103359,.009753352
2549,20614033,2,-.000205402,not significant,.38800001,.083103359,-.0024716491
2550,30701021,2,-.000205402,not significant,.419,.083103359,-.0024716491
2551,20703033,1,.030144479,not significant,.495,-.17362165,-.17362165
2552,30303008,,,,,,
2553,20108001,0,.13784936,not significant,.273,-.43034667,-.32032165
2554,20705047,,,,,,
2555,20677001,19,19.861176,high-high,.001,4.4474287,4.465766
2556,20110015,0,.18519826,low-low,.011,-.43034667,-.43034667
2557,20509002,0,.14100595,not significant,.317,-.43034667,-.32765666
2558,30709014,0,.16310211,not significant,.164,-.43034667,-.37900168
2559,31007015,0,.16678479,not significant,.112,-.43034667,-.38755918
2560,10103001,0,.18519826,low-low,.015,-.43034667,-.43034667
2561,20402036,0,.14100595,not significant,.30899999,-.43034667,-.32765666
2562,20201013,0,.18519826,not significant,.18700001,-.43034667,-.43034667
2563,30201024,0,.18519826,low-low,.028999999,-.43034667,-.43034667
2564,10505051,0,.18519826,not significant,.097000003,-.43034667,-.43034667
2565,30401014,1,.030144479,not significant,.44499999,-.17362165,-.17362165
2566,20803037,0,.18519826,not significant,.052000001,-.43034667,-.43034667
2567,20502012,1,.058002617,not significant,.18000001,-.17362165,-.3340748
2568,20602014,1,.024572851,not significant,.479,-.17362165,-.14153104
2569,30403012,1,.030144479,not significant,.47600001,-.17362165,-.17362165
2570,30804038,0,.18519826,low-low,.041999999,-.43034667,-.43034667
2571,31003026,0,.18519826,low-low,.029999999,-.43034667,-.43034667
2572,10105901,0,.18519826,low-low,.015,-.43034667,-.43034667
2573,30556001,10,4.167377,high-high,.001,2.1369035,1.9501944
2574,10506902,0,.18519826,low-low,.0060000001,-.43034667,-.43034667
2575,10411901,0,.18519826,low-low,.003,-.43034667,-.43034667
2576,30301028,1,.024572851,not significant,.486,-.17362165,-.14153104
2577,10506009,0,.11890981,not significant,.433,-.43034667,-.27631167
2578,30106011,1,.030144479,not significant,.25400001,-.17362165,-.17362165
2579,20504010,1,.041287735,not significant,.37,-.17362165,-.23780291
2580,20609015,0,.18519826,low-low,.022,-.43034667,-.43034667
2581,20906013,1,.039059084,not significant,.5,-.17362165,-.22496666
2582,31120707,1,.030144479,not significant,.42500001,-.17362165,-.17362165
2583,20611013,18,16.755102,high-high,.001,4.1907034,3.9981599
2584,10531001,3,.10302012,not significant,.22499999,.33982837,.30315337
2585,20603002,0,.18519826,low-low,.018999999,-.43034667,-.43034667
2586,20403003,0,.18519826,low-low,.016000001,-.43034667,-.43034667
2587,20606049,1,.04287963,not significant,.421,-.17362165,-.24697167
2588,30206024,0,.18519826,not significant,.104,-.43034667,-.43034667
2589,20405001,2,.017573522,not significant,.271,.083103359,.21146587
2590,20804004,0,.18519826,not significant,.094999999,-.43034667,-.43034667
2591,20807051,0,.16310211,low-low,.037,-.43034667,-.37900168
2592,30806054,0,.18519826,low-low,.028000001,-.43034667,-.43034667
2593,20113010,0,.18519826,low-low,.034000002,-.43034667,-.43034667
2594,20651021,19,19.290293,high-high,.001,4.4474287,4.3374038
2595,30306061,0,.18519826,not significant,.057,-.43034667,-.43034667
2596,30710004,3,.045689367,not significant,.34200001,.33982837,.13444836
2597,20102006,0,.18519826,low-low,.035999998,-.43034667,-.43034667
2598,20503007,0,.12995788,not significant,.35100001,-.43034667,-.30198416
2599,30801002,2,-.000205402,not significant,.42399999,.083103359,-.0024716491
2600,20904017,0,.18519826,low-low,.026000001,-.43034667,-.43034667
2601,31106010,0,.18519826,low-low,.043000001,-.43034667,-.43034667
2602,31202003,0,.18519826,low-low,.012,-.43034667,-.43034667
2603,20614015,0,.12995788,not significant,.45199999,-.43034667,-.30198416
2604,10101002,0,.18519826,not significant,.167,-.43034667,-.43034667
2605,20801063,0,.18519826,low-low,.016000001,-.43034667,-.43034667
2606,30401038,2,.0069061681,not significant,.37599999,.083103359,.083103359
2607,30701020,2,.00157249,not significant,.29899999,.083103359,.018922102
2608,20705013,0,.18519826,low-low,.021,-.43034667,-.43034667
2609,20120704,1,.030144479,not significant,.384,-.17362165,-.17362165
2610,20206006,0,.18519826,low-low,.0099999998,-.43034667,-.43034667
2611,30504001,0,.18519826,low-low,.0060000001,-.43034667,-.43034667
2612,20607016,0,.18519826,low-low,.018999999,-.43034667,-.43034667
2613,30707038,0,.18519826,not significant,.075999998,-.43034667,-.43034667
2614,30106030,1,.039059084,not significant,.46799999,-.17362165,-.22496666
2615,30506015,1,.030144479,not significant,.461,-.17362165,-.17362165
2616,30552016,11,5.6065564,high-high,.001,2.3936284,2.3422835
2617,20609030,7,.91557598,not significant,.068000004,1.3667284,.6699034
2618,30101074,0,.18519826,not significant,.066,-.43034667,-.43034667
2619,20603092,1,.025191922,not significant,.43099999,-.17362165,-.14509666
2620,30901078,0,.18519826,low-low,.035,-.43034667,-.43034667
2621,30203004,0,.18519826,low-low,.011,-.43034667,-.43034667
2622,30501026,2,.0069061681,not significant,.36000001,.083103359,.083103359
2623,20220708,3,.11548332,not significant,.237,.33982837,.33982837
2624,30604005,0,.14837134,not significant,.42300001,-.43034667,-.34477165
2625,30531013,12,7.0243735,high-high,.0020000001,2.6503534,2.6503534
2626,30305074,0,.18519826,low-low,.0070000002,-.43034667,-.43034667
2627,31005006,1,.039059084,not significant,.491,-.17362165,-.22496666
2628,10403801,1,.030144479,not significant,.255,-.17362165,-.17362165
2629,20402804,1,.030144479,not significant,.479,-.17362165,-.17362165
2630,10501056,0,.18519826,not significant,.1,-.43034667,-.43034667
2631,10201015,1,.052430991,not significant,.361,-.17362165,-.30198416
2632,20404802,0,.18519826,not significant,.092,-.43034667,-.43034667
2633,30535901,11,5.9260988,high-high,.001,2.3936284,2.4757805
2634,31201128,0,.18519826,low-low,.0080000004,-.43034667,-.43034667
2635,30801092,2,.0069061681,not significant,.39399999,.083103359,.083103359
2636,31001066,1,.030144479,not significant,.48899999,-.17362165,-.17362165
2637,10203013,1,.030144479,not significant,.43099999,-.17362165,-.17362165
2638,20604050,0,.074717499,not significant,.46399999,-.43034667,-.17362165
2639,30902036,0,.18519826,low-low,.017000001,-.43034667,-.43034667
2640,30535008,11,5.7294574,high-high,.001,2.3936284,2.3936284
2641,20907003,0,.18519826,low-low,.050000001,-.43034667,-.43034667
2642,30307004,2,.0069061681,not significant,.38100001,.083103359,.083103359
2643,30709054,1,.052430991,not significant,.33199999,-.17362165,-.30198416
2644,20909001,0,.15757807,not significant,.27399999,-.43034667,-.36616543
2645,30708005,1,.030144479,not significant,.39500001,-.17362165,-.17362165
2646,20303053,0,.13784936,not significant,.222,-.43034667,-.32032165
2647,20702040,1,.047973689,not significant,.347,-.17362165,-.27631167
2648,10502030,1,.039059084,not significant,.48199999,-.17362165,-.22496666
2649,30102041,0,.18519826,low-low,.035999998,-.43034667,-.43034667
2650,20302004,0,.18519826,low-low,.027000001,-.43034667,-.43034667
2651,20704054,0,.18519826,low-low,.026000001,-.43034667,-.43034667
2652,20902018,0,.18519826,not significant,.169,-.43034667,-.43034667
2653,31201053,0,.18519826,low-low,.027000001,-.43034667,-.43034667
2654,31002024,1,.030144479,not significant,.375,-.17362165,-.17362165
2655,30721758,0,.18519826,low-low,.046,-.43034667,-.43034667
2656,20807017,1,.052430991,not significant,.44100001,-.17362165,-.30198416
2657,30802030,0,.18519826,not significant,.192,-.43034667,-.43034667
2658,20652011,19,19.779621,high-high,.001,4.4474287,4.4474287
2659,10102801,0,.18519826,not significant,.096000001,-.43034667,-.43034667
2660,20602004,0,.16310211,not significant,.163,-.43034667,-.37900168
2661,30105902,0,.15205403,low-low,.0040000002,-.43034667,-.35332915
2662,30901152,1,.030144479,not significant,.40599999,-.17362165,-.17362165
2663,20602070,0,.18519826,low-low,.026000001,-.43034667,-.43034667
2664,20802044,0,.18519826,low-low,.029999999,-.43034667,-.43034667
2665,20615063,1,.046859361,not significant,.35800001,-.17362165,-.26989353
2666,20601021,0,.18519826,low-low,.017000001,-.43034667,-.43034667
2667,10520702,1,.030144479,not significant,.47999999,-.17362165,-.17362165
2668,10320703,1,.030144479,not significant,.41499999,-.17362165,-.17362165
2669,20703014,0,.11890981,not significant,.449,-.43034667,-.27631167
2670,10508007,0,.18519826,low-low,.0099999998,-.43034667,-.43034667
2671,10510005,1,.030144479,not significant,.42199999,-.17362165,-.17362165
2672,31007018,0,.16678479,not significant,.114,-.43034667,-.38755918
2673,10503018,0,.18519826,not significant,.074000001,-.43034667,-.43034667
2674,20402001,0,.18519826,low-low,.025,-.43034667,-.43034667
2675,20801004,0,.18519826,not significant,.182,-.43034667,-.43034667
2676,30201005,0,.18519826,not significant,.17399999,-.43034667,-.43034667
